Date Saved,2025/12/04 20:18:23
Title,SL_110_02°_4985K

Measuring Mode,Ambient
Viewing Angle [°],2
CCT [K],4985
⊿uv,0.0106
Illuminance [lx],402

Peak Wavelength [nm],452
Tristimulus Value X,372.5411
Tristimulus Value Y,402.4391
Tristimulus Value Z,296.3863
CIE1931 x,0.3477
CIE1931 y,0.3756
CIE1931 z,0.2766
CIE1976 u',0.2042
CIE1976 v',0.4963
Dominant Wavelength [nm],566
Purity [%],17.1
PPFD [umolm⁻²s⁻¹],5.2
CRI Ra,69.0
CRI R1,64.1
CRI R2,74.4
CRI R3,81.3
CRI R4,67.3
CRI R5,64.0
CRI R6,63.8
CRI R7,83.5
CRI R8,53.7
CRI R9,-42.0
CRI R10,38.1
CRI R11,60.3
CRI R12,30.0
CRI R13,65.8
CRI R14,89.3
CRI R15,57.0
TM-30 Rf,73
TM-30 Rg,91
SSIt,45
SSId,59
SSI1,---
SSI2,---
TLCI,47
TLMF,---

Spectral Data 380[nm],0.000000000000
Spectral Data 385[nm],0.000000668950
Spectral Data 390[nm],0.000012637369
Spectral Data 395[nm],0.000014965896
Spectral Data 400[nm],0.000023995432
Spectral Data 405[nm],0.000066950641
Spectral Data 410[nm],0.000143387544
Spectral Data 415[nm],0.000281690474
Spectral Data 420[nm],0.000561708061
Spectral Data 425[nm],0.001075370121
Spectral Data 430[nm],0.001907062600
Spectral Data 435[nm],0.003145419294
Spectral Data 440[nm],0.004805307370
Spectral Data 445[nm],0.006675840821
Spectral Data 450[nm],0.007948348299
Spectral Data 455[nm],0.007732735947
Spectral Data 460[nm],0.006186427549
Spectral Data 465[nm],0.004355322104
Spectral Data 470[nm],0.002935615368
Spectral Data 475[nm],0.002013852354
Spectral Data 480[nm],0.001472566277
Spectral Data 485[nm],0.001210107584
Spectral Data 490[nm],0.001204568543
Spectral Data 495[nm],0.001447121147
Spectral Data 500[nm],0.001922272146
Spectral Data 505[nm],0.002584224101
Spectral Data 510[nm],0.003366497578
Spectral Data 515[nm],0.004162251018
Spectral Data 520[nm],0.004911531229
Spectral Data 525[nm],0.005616162438
Spectral Data 530[nm],0.006227294914
Spectral Data 535[nm],0.006613377016
Spectral Data 540[nm],0.006713244133
Spectral Data 545[nm],0.006730748806
Spectral Data 550[nm],0.006822762545
Spectral Data 555[nm],0.006873174571
Spectral Data 560[nm],0.006880649831
Spectral Data 565[nm],0.006838527508
Spectral Data 570[nm],0.006767006591
Spectral Data 575[nm],0.006650321186
Spectral Data 580[nm],0.006480912212
Spectral Data 585[nm],0.006282050628
Spectral Data 590[nm],0.006060514599
Spectral Data 595[nm],0.005815531593
Spectral Data 600[nm],0.005545459222
Spectral Data 605[nm],0.005248495843
Spectral Data 610[nm],0.004936052486
Spectral Data 615[nm],0.004607769195
Spectral Data 620[nm],0.004264126066
Spectral Data 625[nm],0.003926126752
Spectral Data 630[nm],0.003599490738
Spectral Data 635[nm],0.003277007490
Spectral Data 640[nm],0.002967164386
Spectral Data 645[nm],0.002666639630
Spectral Data 650[nm],0.002385069383
Spectral Data 655[nm],0.002119553275
Spectral Data 660[nm],0.001871953835
Spectral Data 665[nm],0.001657140907
Spectral Data 670[nm],0.001460478758
Spectral Data 675[nm],0.001270279638
Spectral Data 680[nm],0.001104639610
Spectral Data 685[nm],0.000961098005
Spectral Data 690[nm],0.000851987221
Spectral Data 695[nm],0.000750780106
Spectral Data 700[nm],0.000653291179
Spectral Data 705[nm],0.000562135770
Spectral Data 710[nm],0.000486940233
Spectral Data 715[nm],0.000439624389
Spectral Data 720[nm],0.000352990784
Spectral Data 725[nm],0.000271063298
Spectral Data 730[nm],0.000255709747
Spectral Data 735[nm],0.000235034109
Spectral Data 740[nm],0.000142651552
Spectral Data 745[nm],0.000124915416
